id,min_estimated_time,max_estimated_time,owner,vertical,lab_overview,what_you_will_do,title_autoslug,title,visible_instructors
3706,60,120,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>As the Lead Data Scientist at Global EdTech Solutions, you are at the forefront of our strategic initiative to enhance the quality and relevance of our educational offerings. In alignment with our commitment to excellence and innovation, we have kicked off a project to harness the power of Generative AI and Transfer Learning to dissect and understand the wealth of feedback provided by our learners. Your expertise is crucial in steering this project towards actionable insights that will inform our course development and refinement strategies.</p>","{'items': ['Learn how to implement transfer learning techniques in Python using pre-trained models.', 'Understand how to preprocess and visualize data within a Jupyter notebook environment.', 'Master the application of sentiment analysis to textual data using pre-trained NLP pipelines.', 'Learn how to use zero-shot classification techniques to extract and categorize themes from textual data.', 'Familiarize yourself with the basic concepts and types of generative models, such as Generative Adversarial Networks (GANs) and Variational Autoencoders (VAEs)']}",next-gen-ai-crafting-generative-models-using-transfer-learning-insights,Next-Gen AI: Crafting Generative Models Using Transfer Learning Insights,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3704,60,120,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>Welcome to ZenithTech, a cutting-edge technology company specializing in AI-driven solutions. As a Junior AI Engineer, you're part of a dynamic team tasked with exploring and expanding the capabilities of AI models for diverse applications. ZenithTech has recently embarked on an ambitious project to enhance our AI model's efficiency and versatility in generating creative content. Your role is pivotal in developing and refining this AI model, specifically using GPT-2, to cater to a wide range of industries, from advertising to news generation and beyond. Your goal is to demonstrate the model's adaptability in generating context-specific, coherent, and innovative content that aligns with various industry needs.</p>","{'items': ['Create detailed, context-rich prompts for generating specific text outputs.', 'Master the method of encoding textual prompts into tensors for processing by a language model.', 'Develop skills in generating text using a language model based on given contextual prompts.', 'Cecode output tensors from a language model into human-readable text.', 'Tailor prompts to reflect specific target audience characteristics for customized outputs.', 'Control the length of the generated text by setting appropriate maximum length parameters.']}",mastering-prompt-engineering-in-gpts-and-llms-for-ai-content-generation,Mastering Prompt Engineering in GPTs and LLMs for AI Content Generation,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3688,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",devops,"<p>You are a Kubernetes engineer for a company using Kubernetes to manage their containerised app named BrezyWeather. When relocated to a different node, the team faces an issue with persisting data in containers. To overcome this, you will use the PersistentVolume resource in Kubernetes. You must create a PersistentVolume to store user data and a PersistentVolumeClaim to request storage for your weather app. You must then mount the PersistentVolumeClaim to the weather app Pod, allowing the app to read user data from the PersistentVolume. Finally, test the persistence of the data by restarting the weather app pod and verifying that the data is still displayed.</p>","{'items': ['Understand storage classes and persistent volumes.', 'Understand persistent volume claims primitive.', 'Know how to configure applications with persistent storage.', 'Utilise persistent and ephemeral volumes.']}",persist-data-in-containers-using-persistent-volumes,Persist Data in Containers using Persistent Volumes,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}, {'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}]"
3686,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",devops,"<p>For this lab, you will work with a Weather app on a Kubernetes cluster. Your job is to help the manager by configuring Role-based Access Control (RBAC), which will restrict access to Kubernetes resources based on users and applications. To achieve this, you will create and manage Roles, RoleBindings, and ServiceAccounts in Kubernetes. Once you've set up these access controls, you will grant restricted access to specific Pods within the cluster.</p>","{'items': ['Manage role-based access control (RBAC).', 'Understand authentication, authorization, and admission control.', 'Understand ServiceAccounts.', 'Create and manage Roles and RoleBindings in Kubernetes.', 'Grant restricted access to Pods using Roles and RoleBindings.']}",configure-role-based-access-control-rbac-for-a-weather-app,Configure Role-based Access Control (RBAC) for a Weather App,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}, {'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}]"
3684,60,120,"{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}",devops,"<p>In this lab, you will work as a senior DevOps engineer at Solution One, a consulting company. </p><p>The company has a recurring challenge in deploying and configuring Nginx servers on the client Kubernetes clusters. Your task is to create a streamlined Kubernetes configuration to address the problem. This project is important due to the substantial effort and knowledge gap in setup, especially among junior engineers. The DevOps Head requires a way to do consistent Nginx server installation, including a feature for real-time conversion of server logs into a specific format and storing them in a MongoDB database. </p><p>The company plan is to create a template configuration file for initialization to ensure consistency across different client projects. The ultimate goal of the project is to simplify the deployment process, making it manageable and consistent across various client projects, thus enhancing the efficiency and reputation of our company in delivering innovative solutions.</p>","{'items': ['Create a Kubernetes pod with multiple Docker containers that works together', 'Create container specialized for one-time initialization task on startup', 'Create Kubernetes sidecar container']}",initializing-processing-nginx-logs-using-multi-container-pod,Initializing & Processing Nginx Logs using Multi Container Pod,"[{'id': 23883614, 'title': 'Timotius Pamungkas', 'url': '/user/timotius-pamungkas/'}]"
3670,45,120,"{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}",security,"<p>ABC Corp is developing a mission critical application and DevSecOps pipeline has been implemented for this application to make it secure. Currently DevSecOps pipeline is not mature enough to scan container images for security vulnerabilities. These container images are getting deployed in production and there is a high chance that these images might have security vulnerabilities. ABC Corp management is quite concerned and they pulled their security team to handle it on top priority. The security team of ABC Corp has hired you as a Security Engineer to tackle this challenge. They want you to identify a tool that can help to identify weakness in the ABC corp container images and also to update the DevSecOps pipeline with container security integration. As this is a critical application, it demands utmost attention. You need to identify a way to complete this task asap.</p>","{'items': ['Run Container Security scans/assessments on file system', 'Install Trivy and required tools for running container scans', 'Add Container Scan as a stage in Jenkinsfile', 'Integrate Container Security in DevSecOps pipeline']}",improve-maturity-level-of-devsecops-by-implementing-container-security-for-abc-corp-application,Improve Maturity level of DevSecOps by implementing Container Security for ABC Corp Application,"[{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}]"
3652,60,120,"{'id': 58935, 'title': 'Scott Duffy  • 1.000.000+ Students', 'url': '/user/scottduffy2/'}",azure,<p>Your manager has asked you to create a Cosmos DB database that stays available if there are outages in one Azure region. You’ve decided to create a database that spans multiple regions. You need to go into the Azure Portal and create a multi-region database.</p><p><br></p>,"{'items': ['Create a Cosmos DB Account', 'Deploy Cosmos DB Across Multiple Regions']}",make-a-geographically-distributed-application-with-cosmos-db,Make a Geographically Distributed Application with Cosmos DB,"[{'id': 58935, 'title': 'Scott Duffy  • 1.000.000+ Students', 'url': '/user/scottduffy2/'}]"
3648,45,120,"{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}",security,"<p>ABC Corp is developing a Cloud computing application and is using Terraform to create the compute resources in Cloud along with Kubernetes manifests files to deploy application in cloud. As the number of cyber attacks on cloud resources are on the rise, and the prominent reason of such cyber attacks are the misconfigurations in the cloud infrastructure, ABC Corp is worried about the security misconfigurations that might be present in the Terraform code and Kubernetes manifests. The security team of ABC Corp has hired you as a Security Engineer to tackle this challenge. They want you to find an automated tool that can help to spot security weakness in the ABC Corp Cloud Compute Infra Repo. This repo contains the Terraform code and Kubernetes manifests. As this is a critical application, it demands utmost attention. You need to identify a way to complete this task asap.</p>","{'items': ['Run Infrastructure As Code (IAC) scans/assessments on Cloud Compute Infra Repo containing Terraform, Kubernetes YAML files', 'Understand Checkov report output', 'Install  Python, Git and required tools on Kali Linux', 'Run Checkov on Cloud Compute Infra Repo to identify cloud misconfigurations, secrets and compliance issues in Terraform, Kubernetes and Dockerfile', 'Download and Run Checkov on Kali Linux']}",implement-infrastructure-as-code-iac-security-for-abc-corp-cloud-compute-infra-using-checkov,Implement Infrastructure As Code (IAC) Security for ABC Corp Cloud Compute Infra  using Checkov,"[{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}]"
3646,45,120,"{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}",security,"<p>ABC Corp is developing an E-commerce Web Application and wants to ensure that there are no third party risks in the application. The security team of ABC Corp has identified the need to perform Software Composition Analysis assessment (SCA) on this web application source code. SCA scan will identify the security vulnerabilities in this web application for third party risks. The security team of ABC Corp has hired you as a Security Engineer to perform Software Composition Analysis (SCA) on this web application. Since the time-to-market of this web application is tight, you need to be on top of this task.</p>","{'items': ['Run Software Composition Analysis scans/assessments (SCA) on an ecommerce web application', 'Run OWASP Dependency Check on an ecommerce web application to identify security vulnerabilities in third party libraries and store output in a XML file', 'Understand Dependency Check Report output', 'Download and Configure OWASP Dependency Check on Kali Linux', 'Install Java, Git and required tools on Kali Linux']}",perform-third-party-risk-assessment-on-abc-corp-ecom-web-application-using-owasp-dependency-check,Perform Third Party Risk Assessment on ABC Corp Ecom Web Application using OWASP Dependency Check,"[{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}, {'id': 277072417, 'title': 'Cyber Singh', 'url': '/user/cyber-singh-3/'}]"
3644,45,90,"{'id': 10099014, 'title': 'Alton Teaches LLC', 'url': '/user/altonhardin/'}",security,"<p>In this lab, you’ll step into the role of a junior helpdesk analyst who's expressed interest in pursuing a career in cybersecurity. You've been placed on a 45-day detail with the IT security team as a junior IT&nbsp;security analyst to assist them with an upcoming security assessment project. On the first day of your detail, your mentor/manager provided you with a new Kali Linux laptop and asked you to perform initial tasks on it to demonstrate your technical acumen. Specifically, you’ve been tasked with creating a new account, modifying permissions, installing and exploring IT security software packages, starting and viewing service statuses, performing fundamental networking commands, and providing your manager with specific command outputs to demonstrate your proficiency. You’ll also need to demonstrate the ability to crack passwords and perform an Nmap scan of your laptop.</p>","{'items': ['Navigate the Linux Terminal Command Line Interface', 'Utilize Fundamental Linux Networking Commands', 'Create New Folders and Files Within Linux Terminal', 'Create New Accounts and Modify Permissions', 'Install and Understand IT Security Software Packages', 'Start and View Service Statuses', 'Crack Passwords with John the Ripper', 'Scan & Enumerate Devices with Nmap', 'View and Redirect Command Output to Files']}",initial-kali-set-up-security-software-utilization,Initial Kali Set Up & Security Software Utilization,"[{'id': 10099014, 'title': 'Alton Teaches LLC', 'url': '/user/altonhardin/'}, {'id': 183432828, 'title': 'Alton Hardin | 200,000+ Enrollments Worldwide', 'url': '/user/alton-teaches-llc/'}]"
3640,60,120,"{'id': 93542204, 'title': 'ZenOf.AI Team', 'url': '/user/zenofai/'}",aws,"<p>In this AWS lab, you are a Solutions Architect working at DataTech Innovations, a data analytics company. Thecompany wants to improve its application security posture and implement data protection measures that leverage Amazon RDS, CloudTrail, Amazon CloudWatch and AWS EC2 services. DataTech Innovations is building a state-of-the-art technology product named ""DataGuardian"" that uses advanced data analytics to provide robust security solutions for its customers. To achieve the company’s security objectives, you are tasked to architect a solution that automates security controls by monitoring the data encryption configurations on Amazon RDS and Amazon EC2 EBS volumes. The solution must ensure that all data on Amazon RDS databases and Amazon EBS volumes always stays encrypted. Any deviations from these security controls must result in notifications being sent out by leveraging AWS CloudTrail, Amazon CloudWatch and Amazon SNS service.</p>","{'items': ['Configure an AWS CloudTrail trail and capture the trail events in Amazon CloudWatch Logs', 'Create KMS encrypted Amazon RDS database as well as Amazon EC2 EBS volume', 'Create CloudWatch Logs metric filter and CloudWatch alarm for unencrypted Amazon RDS database', 'Create unencrypted Amazon RDS database and check Amazon SNS notifications', 'Create CloudWatch Logs metric filter and CloudWatch alarm for unencrypted Amazon EC2 EBS volume', 'Create unencrypted Amazon EC2 EBS volume and check Amazon SNS notifications']}",improve-application-security-posture-by-automating-security-controls-and-data-protection-2,Improve Application Security Posture by Automating Security Controls and Data Protection,"[{'id': 93542204, 'title': 'ZenOf.AI Team', 'url': '/user/zenofai/'}, {'id': 16122994, 'title': 'Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer', 'url': '/user/stephane-maarek/'}, {'id': 94372896, 'title': 'Abhishek Singh', 'url': '/user/abhishek-singh-20032/'}]"
3636,60,90,"{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}",devops,"<p>As a Kubernetes engineer for a team that develops containerized weather apps, your task is configuring confidential data required by the BrezyWeather app. Currently, the team uses config files to store sensitive information in the cluster, such as API keys and database connection details. However, this current method developers use is insecure and poses a security risk. Your task is to create Secrets using literal and YAML manifest files. You must also consume the Secret as an environment variable and mount it as a volume.</p><p><br></p>","{'items': ['Create & consume Secrets.', 'Use ConfigMaps and Secrets to configure applications.', 'Expose the Secret as environment variables.', 'Mount the Secret into a container as a Volume.']}",using-secrets-to-store-confidential-data-in-kubernetes,Using Secrets to Store Confidential Data in Kubernetes,"[{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}, {'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3634,60,90,"{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}",devops,"<p>As a Kubernetes engineer for the containerised weather app, you aim to ensure that applications remain portable. You'll need to inject the configuration data into the application pods. Currently, the configuration is fixed, but you require it to be configurable based on the environment - dev, staging, and production, using ConfigMap. You can store non-confidential data in a ConfigMap, which has the added advantage of allowing multiple pods to reference the same ConfigMap. You will create ConfigMap from literals as well as from configuration files. After making the ConfigMap, you will use them as environment variables and volume mounts in the Kubernetes manifest.</p>","{'items': ['Understand ConfigMaps.', 'Use ConfigMaps and Secrets to configure applications.', 'Create ConfigMaps using YAML manifest and literal.', 'Using ConfigMaps in containers as environment variables.']}",using-configmaps-to-manage-application-configuration-in-kubernetes,Using ConfigMaps to Manage Application Configuration in Kubernetes,"[{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}, {'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3628,45,60,"{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}",security,"<p>ABC Corp is developing a Web Application and wants to ensure that there are no security vulnerabilities in the application. The security team of ABC Corp has identified the need to perform Dynamic Application Security Testing (DAST) on this web application. DAST scan will identify the security vulnerabilities in this web application in an automated fashion. The security team of ABC Corp has hired you as a Security Engineer to perform Dynamic Application Security testing (DAST) on this web application. Since the time-to-market of this web application is tight, you need to be on top of this task.</p>","{'items': ['Run Dynamic Scans (DAST) on a web application', 'Download and Configure OWASP ZAP on Kali linux in headless mode', 'Run OWASP ZAP on a web application to identify security vulnerabilities and store output in a XML file', 'Install Java, Python, Git on Kali Linux', 'Understand ZAP Report output', 'Perform Dynamic Application Security Testing']}",dynamic-analysis-dast-of-abc-corp-web-application-using-owasp-zed-attack-proxy-zap,Dynamic analysis (DAST) of ABC Corp Web Application using OWASP Zed Attack Proxy (ZAP),"[{'id': 217889000, 'title': 'Raghu The Security Expert', 'url': '/user/security-guru/'}]"
3611,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",devops,"<p>In this lab, you will be a Kubernetes application developer in a company that hosts multiple applications in a cluster. The company has a limited amount of resources available and needs to ensure that each application is using resources efficiently. When several teams share the same cluster, there is a concern that one team could use more than its fair share of resources. You will create and enforce resource quotas for computing resources and Kubernetes object count to limit the amount of resources each application can consume. By doing this, you will develop and manage resource quotas in a Kubernetes cluster and ensure that each application uses resources efficiently.</p>","{'items': ['Understand requests, limits, and quotas.', 'Define resource requirements.', 'Define resource quotas for computing resources and Kubernetes object count in Kubernetes.']}",configuring-resource-boundaries-using-resourcequota,Configuring Resource Boundaries using ResourceQuota,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}, {'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}]"
3605,60,120,"{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}",aws,"<p>In this lab, you're a Principle Data Engineer at a prominent telecom company, spearheading a project to transform mobile network data processing using AWS cloud services. This initiative is a critical step towards a modern, efficient, real-time data analytics pipeline, marking a significant shift from conventional methodologies to a cloud-centric approach.</p><p>Your primary objectives include:</p><ol><li><p><strong>Design Solutions for Organizational Complexity</strong>: Adapt data architecture to manage complex mobile network data. Develop advanced ETL workflows with AWS Glue and manage data streams using Amazon Kinesis, ensuring scalability with organizational needs.</p></li><li><p><strong>Designing Reliable and Resilient Architectures</strong>: Focus on creating a robust, fault-tolerant architecture using AWS services. </p></li><li><p><strong>Accelerate Cloud Migration</strong>: Transition from traditional data systems to agile, cloud-based solutions. This shift involves deploying AWS services for real-time data streaming and processing, enabling faster, more flexible data handling.</p></li><li><p><strong>Enhance Network Performance Analytics</strong>: Implement a system for real-time analysis of network parameters like signal strength, GPS accuracy, and operator performance. </p></li></ol><p>This project is more than a technological upgrade; it represents a strategic pivot towards a more advanced, data-driven approach in managing and enhancing mobile telecom services.</p>","{'items': ['Design and manage complex data architectures using AWS Glue and Kinesis', 'Stream and process real-time mobile log data with Amazon Kinesis and PySpark', 'Aggregate and transform data for insightful mobile network analytics', 'Build reliable, resilient data architectures in a cloud environment', 'Master AWS S3 for data storage, AWS Glue for cataloging, and Athena for querying']}",real-time-mobile-coverage-analytics-with-pyspark-streaming-aws-kinesis-and-athena,"Real-Time Mobile Coverage analytics with PySpark streaming, AWS Kinesis and Athena","[{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}]"
3598,90,150,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>In this lab, you'll join the team at NovaBank, a dynamic fintech company, as a data scientist focusing on customer acquisition strategies. NovaBank is exploring innovative ways to expand its customer base using AI-driven marketing techniques. Your task is to develop and refine a reinforcement learning model, specifically a Deep Q-Network, to simulate and optimize bank marketing campaigns. The goal is to tailor the model's reward system to effectively identify potential new customers, aligning with NovaBank's business objective of growth. You will build, train, and evaluate the model, ensuring its decisions strategically support customer acquisition. Your insights and optimizations will directly influence NovaBank's approach to harnessing AI in their marketing efforts.</p>","{'items': ['Gaining skills in constructing Deep Q-Networks using TensorFlow and Keras.', 'Learning to create and customize environments suitable for specific business goals using Gymnasium.', 'Developing proficiency in designing and adjusting reward mechanisms to align with business objectives.', 'Acquiring expertise in training DQN models and evaluating their performance based on rewards.']}",reinforcement-learning-in-tensorflow-a-marketing-application-of-deep-q-networks,Reinforcement Learning in Tensorflow: A Marketing Application of Deep Q-Networks,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3596,90,150,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>Welcome to EcoRide, an innovative company revolutionizing urban transportation with its cutting-edge bike sharing service. As a Data Analyst at EcoRide, you're at the forefront of tackling one of the most pressing challenges: predicting bike-sharing demand to optimize resource allocation and enhance customer satisfaction. Your mission is to develop a predictive model that accurately forecasts daily bike usage, providing invaluable insights for operational planning. This scenario offers a glimpse into the real-world applications of data analysis in a dynamic business environment, where your analytical skills can propel EcoRide's mission to new heights.</p>","{'items': ['Master advanced techniques in time-series analysis by performing rolling forecast cross-validation.', 'Develop the ability to create and fit structural time-series models using TensorFlow Probability.', 'Enhance skills in data visualization using Matplotlib and Seaborn for time-series analysis.', 'Acquire skills in forecasting future values with fitted models and assess model performance using metrics like RMSE.']}",time-series-mastery-with-tensorflow-probability-ecorides-demand-forecasting,Time-Series Mastery with TensorFlow Probability: EcoRide's Demand Forecasting,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
3586,60,90,"{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}",devops,"<p>In this lab, you, as a Kubernetes application developer, have been tasked with managing multiple manifests in a Kubernetes cluster. Different teams have developed them, and each team has created a specific Kubernetes manifest for the weather app. Your task is to create a composed manifest file that includes all the existing files and their dependencies. Also, you will use <strong>Kustomize</strong> to add standard configurations across all the manifests, such as namespace, labels, and resource limits. Additionally, you will customise the deployment definition by patching its manifest file with new settings.</p>","{'items': ['Kustomize-based application deployment.', 'Add common configuration across manifests using Kustomize.', 'Create a composed manifest from existing manifests.', 'Customise manifests with patched deployment definition.']}",managing-kubernetes-manifests-using-kustomize,Managing Kubernetes Manifests using Kustomize,"[{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}, {'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3584,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",devops,"<p>As a Kubernetes administrator, you manage a cluster that hosts a critical weather service application. The application provides real-time weather information for a city via RESTful APIs. Recently, the application has faced resource-related issues, resulting in pods occasionally crashing due to insufficient resources. Please address these resource problems and ensure the best resource allocation is for the containers running within the pods.</p><p><br></p>","{'items': ['Understand how resource limits can affect Pod scheduling.', 'Define resource requests and limit for a container.', 'Troubleshoot a container for resource errors.', 'Define resource limits for a container.', 'Monitor the resource usage of Kubernetes objects.']}",defining-resource-limits-for-pod-scheduling,Defining Resource Limits for Pod Scheduling,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}, {'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}]"
3560,120,150,"{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}",aws,"<p>In this lab, you're a Lead data engineer of our Enterprise data analytics team at a leading company specializing in urban taxi service analytics. The focus is on harnessing cutting-edge cloud technologies for deeper insights and enhanced operational strategies in the taxi service sector.</p><p>You're tasked with modernizing our data processing capabilities using AWS services. Your project will establish a high-performance, scalable, real-time data analytics pipeline, crucial for our migration from traditional data processing methods to a cloud-based, streamlined architecture.</p><p>We want to enhance the business impact by:&nbsp;</p><ol><li><p>Accelerating the migration of traditional data workflows to more agile, cloud-based solutions.</p></li><li><p>Identifying and implementing enhancements in our data analytics pipeline, driving more informed decision-making and service optimization in urban taxi operations.</p></li></ol><p>This project isn't just a technical upgrade, it's a strategic move towards a more data-driven, responsive, and efficient urban taxi service system.</p>","{'items': ['Setup AWS Lambda to write data into Kinesis Data Streams', 'Setup AWS Lambda to process data from Kinesis Data Streams in real-time', 'Use DynamoDB for storing processed data', 'Architecture and integration of AWS Lambda, Kinesis, and DynamoDB', 'Determine opportunities for modernization and enhancements.']}",real-time-data-processing-using-python-with-kinesis-lambda-dynamodb,"Real-Time Data Processing using Python with Kinesis, Lambda & DynamoDB","[{'id': 30588458, 'title': 'Sid Raghunath', 'url': '/user/siddharth-raghunath/'}]"
3558,45,60,"{'id': 114871766, 'title': 'Henry Habib', 'url': '/user/henry-legge-2/'}",azure,"<p>You are a <strong>Data Analyst and Engineer for MetroCity Health</strong>, a network of hospitals and clinics serving millions of patients annually. As healthcare is rapidly evolving and with the expansion of telemedicine services, the importance of data-driven decision making has become paramount.</p><p>Dr. Amanda Carter, the Chief Medical Officer of MetroCity Health, has brought you an ambitious project. She believes that by <strong>integrating various data sources from different places</strong>, MetroCity can derive actionable insights to improve patient care. She has<strong> two datasets that she wants loaded and joined together into one single platform</strong>, so that it can be used to perform any type of analysis desired by any person in the hospital.</p><p>In this Lab, you will set up a data workflow that will <strong>load, transform, and analyze data sets using Azure Data Storage, Azure SQL, and Azure Data Factory.</strong> Your goal is to create a pipeline that moves and transform data from CSV into a SQL database that enables anyone to analyze hospital wait time data.</p>","{'items': ['Use Azure Data Factory to load, transform, and move data with data pipelines (a common data workload)', 'Deploy Azure SQL Databases, a relational data storage solution', 'Design and deploy relational data storage solution to hold data (SQL and CSVs in Storage)', 'Analyze relational data using Azure SQL', 'Learn fundamentals for DP-900 Microsoft certifications']}",load-transform-and-analyze-data-using-azure-data-factory-azure-sql-and-azure-data-storage,"Load, Transform, and Analyze Data Using Azure Data Factory, Azure SQL, and Azure Data Storage","[{'id': 114871766, 'title': 'Henry Habib', 'url': '/user/henry-legge-2/'}]"
3556,60,90,"{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}",devops,"<p>In this lab, you, as a Kubernetes application developer, are tasked with ensuring the reliability and availability of a web application running on Kubernetes. The application sometimes experiences downtime due to issues with the containers. To handle this, you will use health probes and checks to monitor the container's health and automatically detect and correct any failures. Using liveness and readiness probes, you will configure the Kubernetes cluster to run periodic health checks on the container.</p>","{'items': ['Implement liveness and readiness health probes.', 'Design health checks for containers to manage failure situations.', 'Deploy and monitor container health.']}",implementing-health-probes-to-monitor-container-health,Implementing Health Probes to Monitor Container Health,"[{'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}, {'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}]"
3554,60,90,"{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}",devops,"<p>You are a Kubernetes Administrator for a weather app . The team had been struggling to manage various manifest files involved in running a Kubernetes cluster. The app exposes the weather services of a city using RESTful APIs. The manager wants to explore the solution of packaging the Kubernetes manifests and installing them as a single package. As the Kubernetes Administrator, you are tasked with defining multiple Kubernetes objects as a Helm chart. You will create a Helm chart that includes the deployment and service definitions for the app. Next, you will install the Helm chart to create the Kubernetes resources for the app. Finally, you will verify the installation by checking the API to fetch the sample weather details.</p>","{'items': ['Be aware of manifest management and common templating tools.', 'Configure Helm in the Kubernetes cluster.', 'Create a Helm chart file containing deployment and service definitions.', 'Install the Helm chart to create Kubernetes resources.', 'Test the installation to validate the Helm package.']}",create-and-use-a-package-using-the-helm-templating-tool,Create and Use a Package using the Helm Templating Tool,"[{'id': 93844932, 'title': 'Praveenkumar Bouna', 'url': '/user/praveenkumar-bouna/'}, {'id': 99829358, 'title': 'Renuka Lakshmanan', 'url': '/user/renuka-473/'}]"
3552,120,180,"{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}",data_science,"<p>As a data scientist at FinInsight Solutions, a trailblazer in financial technology, you are tasked with a pivotal project that could redefine investment strategies. Your expertise is sought by the Product Analytics team to harness the power of sentiment analysis for gauging market trends. Equipped with cutting-edge TensorFlow tools, you will analyze vast streams of financial news and social media to extract actionable insights, deciphering the underlying sentiment that sways investor decisions. The outcome? A sophisticated sentiment analysis model, fine-tuned to forecast market dynamics, which could become an integral component of the company's analytics suite. The CTO has highlighted this project in the quarterly goals, emphasizing its importance in keeping FinInsight Solutions at the forefront of FinTech innovation. Your mission is to deliver a robust model that not only performs with precision but also integrates seamlessly into the existing workflow, serving as a beacon for data-driven investment strategies.</p>","{'items': ['Evaluate sentence length variations within text data using histograms to understand data complexity', 'Examine word frequency using the Counter tool and Seaborn visualizations to identify common language patterns', 'Identify and visualize the most common bi-grams in a text corpus using NLP feature extraction techniques', 'Assess the presence of positive and negative sentiment words within the text data by implementing basic sentiment analysis', 'Apply text preprocessing techniques such as tokenization, cleaning, and TF-IDF vectorization to prepare data for machine learning', 'Construct a baseline neural network using TensorFlow/Keras to classify text data and interpret model performance metrics', 'Optimize a neural network architecture and hyperparameters using Keras Tuner to improve model accuracy', 'Build and save a final tuned neural network model, incorporating best practices in model selection and persistence']}",ai-driven-financial-insights-sentiment-analysis-using-tensorflow,AI-Driven Financial Insights: Sentiment Analysis Using TensorFlow,"[{'id': 29604514, 'title': 'Diogo Alves de Resende', 'url': '/user/diogo-resende-2/'}]"
