Project Key,Project Name,Story Key,Status,Priority,Created,Summary
DFD,Defenders,DFD-170,Finalizada,Highest,2019-05-29T06:46:21.550-0600,Configurar el proyecto MSC para utilizar Sonar
DFD,Defenders,DFD-169,Finalizada,Highest,2019-05-29T06:45:50.453-0600,Configurar el MSC para utilizar Cobertura con Maven
ADI,Investor,ADI-2189,Finalizada,Highest,2019-05-28T03:01:51.067-0600,Mejoras en devoluciones de inversiones en transito
PP,Bug Hunters,PP-1478,Finalizada,Highest,2019-05-24T10:07:04.410-0600,Modificación reporte de movimientos por cliente de tesorería
PP,Bug Hunters,PP-1477,Finalizada,Highest,2019-05-24T10:01:07.923-0600,Permitir inclusión de recibos consecutivos
PP,Bug Hunters,PP-1469,Finalizada,Highest,2019-05-24T09:32:16.467-0600,Formato correo
PP,Bug Hunters,PP-1465,Finalizada,Highest,2019-05-24T08:47:30.923-0600,Buffer
ET,BitCode Team,ET-2832,Finalizada,Highest,2019-05-24T05:41:33.757-0600,Instalar Ambientes de Pruebas SEC
ET,BitCode Team,ET-2824,Finalizada,Highest,2019-05-24T05:00:04.710-0600,Procesar cierre en cluster
ET,BitCode Team,ET-2818,Finalizada,Highest,2019-05-24T04:15:01.560-0600,Prueba IP Pago AYA con Tarjetas (RFC CASR-BBZU5K)
ET,BitCode Team,ET-2817,Finalizada,Highest,2019-05-24T04:01:12.940-0600,Inducción a nuevo recurso Java
ET,BitCode Team,ET-2804,Cancelado,Highest,2019-05-23T14:19:04.223-0600,Corrección Detalle de Pagos de ICE-Sector Eléctrico
ADI,Investor,ADI-2181,Finalizada,Highest,2019-05-23T10:24:44.397-0600,Perfil del inversionista
ADI,Investor,ADI-2165,Finalizada,Highest,2019-05-23T09:42:10.437-0600,Agregar funcionalidad a Nuevo fondo - comportamiento histórico SFI
DFD,Defenders,DFD-156,Finalizada,Highest,2019-05-23T07:36:45.123-0600,Realizar analisis de consumo de memoria del proceso de actualizacion de clientes
OS,OPC Squad,OS-1096,Finalizada,Highest,2019-05-23T05:52:04.663-0600,"Revisar y ajustar la pantalla de cargos automáticos , liquidaciones "
OS,OPC Squad,OS-1095,Finalizada,Highest,2019-05-23T05:22:55.230-0600,Traslado Anual 
OS,OPC Squad,OS-1094,Finalizada,Highest,2019-05-23T04:29:25.423-0600,Buffer
PP,Bug Hunters,PP-1451,Finalizada,Highest,2019-05-22T08:13:49.410-0600,Modificar el estado de cuenta para mostrar valor costo - rendimiento de la alta
ADI,Investor,ADI-2155,Finalizada,Highest,2019-05-22T04:34:04.377-0600,Cambios en calculo de IVA
OS,OPC Squad,OS-1090,Finalizada,Highest,2019-05-22T02:43:56.070-0600,Recompras se debe gestionar como cero cupón
ADI,Investor,ADI-2143,Finalizada,Highest,2019-05-21T09:28:13.537-0600,Reporte de Impuesto Diferidos diario
ADI,Investor,ADI-2134,Finalizada,Highest,2019-05-20T09:39:30.007-0600,Ajuste impuesto sobre la renta diario
ADI,Investor,ADI-2128,Finalizada,Highest,2019-05-20T08:22:12.000-0600,Ajuste en registro de ventas locales
ADI,Investor,ADI-2122,Finalizada,Highest,2019-05-20T08:10:28.370-0600,Ajuste en inversiones de tasa ajustable
ADI,Investor,ADI-2118,Finalizada,Highest,2019-05-16T08:46:14.527-0600,Ajuste en cuadre contable
DFD,Defenders,DFD-146,Finalizada,Highest,2019-05-16T03:41:51.803-0600,Certificar funcionalidad integrada del CRI-026510 Segunda Aprobación de BAC Objetivos en MSC5 (Maven)
ET,BitCode Team,ET-2764,Finalizada,Highest,2019-05-14T09:03:36.267-0600,RFC para eliminar Referencias de CA de AYA
DFD,Defenders,DFD-145,Finalizada,Highest,2019-05-14T04:44:55.723-0600,Incluir usuario creador y modificador en mantenimiento de procesos de Quartz
DFD,Defenders,DFD-144,Finalizada,Highest,2019-05-14T04:30:00.653-0600,Crear pantalla de login para el modulo Quartz
OS,OPC Squad,OS-1070,Finalizada,Highest,2019-05-14T02:47:13.837-0600,Documentación de pase #14
ET,BitCode Team,ET-2753,Finalizada,Highest,2019-05-13T10:56:15.773-0600,Reporte de Pagos Aplicados Servicios VIP´s
ET,BitCode Team,ET-2740,Finalizada,Highest,2019-05-13T10:47:46.043-0600,Inclusión filtro VIP - Reporte de Reversados
ET,BitCode Team,ET-2736,Finalizada,Highest,2019-05-13T10:27:20.423-0600,Mantenimiento de Servicios VIP´s
ET,BitCode Team,ET-2732,Finalizada,Highest,2019-05-13T10:22:05.750-0600,Reporte de Pagos Rechazados - FrontEnd
DFD,Defenders,DFD-142,Cancelado,Highest,2019-05-13T08:22:00.460-0600,JOB de Quartz no está registrando errores de SQL
PP,Bug Hunters,PP-1405,Finalizada,Highest,2019-05-10T09:16:07.387-0600,Modificar el proceso de asignación custodia 
ET,BitCode Team,ET-2726,Finalizada,Highest,2019-05-10T05:27:20.057-0600,Integración en Branch
ET,BitCode Team,ET-2718,Finalizada,Highest,2019-05-10T02:31:14.000-0600,Documentación Pase a producción CA_ICE-TEL y mejoras
ET,BitCode Team,ET-2717,Finalizada,Highest,2019-05-10T01:44:05.150-0600,Configuración ambiente de TGA para poder realizar pagos Ice Eléctrico
ET,BitCode Team,ET-2707,Finalizada,Highest,2019-05-09T11:54:11.913-0600,Capacitación del área de operaciones banco y soporte para Activación CA_ICE-Eléctrico
ET,BitCode Team,ET-2697,Finalizada,Highest,2019-05-09T11:29:19.503-0600,Alistar configuración para Activación CA_ICE-TEL y mejoras
ET,BitCode Team,ET-2695,Finalizada,Highest,2019-05-09T11:25:59.560-0600,Alistar configuración para Activación CA_ICE-Eléctrico
ET,BitCode Team,ET-2694,Finalizada,Highest,2019-05-09T10:51:44.693-0600,Monitoreo post-pase CA_ICE-TEL y mejoras
ET,BitCode Team,ET-2691,Finalizada,Highest,2019-05-09T10:21:27.057-0600,Activación Oficial CA_ICE-Eléctrico
ET,BitCode Team,ET-2689,Finalizada,Highest,2019-05-09T10:17:26.353-0600,Pase y Activación Oficial CA_ICE-TEL y mejoras
ET,BitCode Team,ET-2685,Finalizada,Highest,2019-05-09T09:32:26.163-0600,Pre-Activación Oficial CA_ICE-Eléctrico
ET,BitCode Team,ET-2683,Finalizada,Highest,2019-05-09T09:31:40.477-0600,Pre-Activación Oficial CA_ICE-TEL y mejoras
DFD,Defenders,DFD-139,Finalizada,Highest,2019-05-09T09:28:54.353-0600,Realizar analisis de afectación del nivel de riesgo de los clientes.
ADI,Investor,ADI-2096,Finalizada,Highest,2019-05-09T08:38:34.687-0600,Agregar funcionalidad a Nuevo fondo del apartado de Inversión en la BeL (Pruebas)
ET,BitCode Team,ET-2671,Finalizada,Highest,2019-05-09T06:59:45.387-0600,Alistar configuración para Activación ICE-Eléctrico
OS,OPC Squad,OS-1063,Finalizada,Highest,2019-05-09T05:55:31.747-0600,Ajuste en conteo de cuotas
OS,OPC Squad,OS-1062,Finalizada,Highest,2019-05-09T05:18:31.490-0600,Documentación de Pase # 13
OS,OPC Squad,OS-1060,Finalizada,Highest,2019-05-09T05:12:00.873-0600,Ajuste en el proceso cambio de modalidad de beneficios 
OS,OPC Squad,OS-1059,Finalizada,Highest,2019-05-09T04:39:29.417-0600,Buffer
OS,OPC Squad,OS-1058,Finalizada,Highest,2019-05-09T03:34:13.543-0600,Generación de saldos contables 
ET,BitCode Team,ET-2654,Finalizada,Highest,2019-05-08T12:07:10.553-0600,Validar de Servicio de Afiliación / Des-afiliación PAR_ICE-TEL
OS,OPC Squad,OS-1056,Finalizada,Highest,2019-05-07T05:39:15.677-0600,Corrección de forma CTAGES
DFD,Defenders,DFD-126,Finalizada,Highest,2019-05-07T05:36:56.787-0600,Spike - Integracion BACDesktop con Oracle Integration Cloud
OS,OPC Squad,OS-1055,Finalizada,Highest,2019-05-07T05:36:35.223-0600,Actualización de versión de factura electrónica
PP,Bug Hunters,PP-1381,Finalizada,Highest,2019-05-07T04:24:46.773-0600,Modificaciones de ND-NCredito
PP,Bug Hunters,PP-1374,Finalizada,Highest,2019-05-06T04:45:46.137-0600, IVA en las comisiones de administración
PP,Bug Hunters,PP-1364,Finalizada,Highest,2019-05-03T03:10:01.797-0600,Calcular IVA en asignaciones de custodia
ET,BitCode Team,ET-2643,Finalizada,Highest,2019-05-02T10:48:18.210-0600,BAC-link conectividad socket se reactive automáticamente
PP,Bug Hunters,PP-1363,Finalizada,Highest,2019-05-02T10:25:24.263-0600,Investigación validación de bloqueos de saldo 
DFD,Defenders,DFD-80,Cancelado,Highest,2019-04-29T08:00:13.257-0600,Documentación del pase
DFD,Defenders,DFD-79,Cancelado,Highest,2019-04-29T07:59:58.957-0600,Documentación del pase
DFD,Defenders,DFD-78,Finalizada,Highest,2019-04-29T07:59:41.677-0600,Documentación del pase
DFD,Defenders,DFD-77,Finalizada,Highest,2019-04-29T07:59:26.363-0600,Documentación del pase
DFD,Defenders,DFD-76,Finalizada,Highest,2019-04-29T07:58:54.107-0600,Documentación del pase
ADI,Investor,ADI-2054,Finalizada,Highest,2019-04-29T05:04:45.220-0600,Transferencias Internacionales y DC
DFD,Defenders,DFD-69,Finalizada,Highest,2019-04-29T04:46:36.673-0600,Asistente de creación de cuenta individual
DFD,Defenders,DFD-68,Finalizada,Highest,2019-04-29T04:41:14.493-0600,Búsqueda de coincidencias Bco (apertura cta individual)
PP,Bug Hunters,PP-1319,Finalizada,Highest,2019-04-26T10:15:08.743-0600,Correcciones en el mantenimiento Isines (Pantalla depósitos)
ET,BitCode Team,ET-2626,Finalizada,Highest,2019-04-26T04:06:55.257-0600,Modificación Front End para incorporar 3 tipos de búsqueda - ICE-Eléctrico
ET,BitCode Team,ET-2621,Finalizada,Highest,2019-04-25T11:01:11.067-0600,Crear RFCs para Sentinel Banco
OS,OPC Squad,OS-1030,Finalizada,Highest,2019-04-25T05:23:02.553-0600,Modificar el proceso de Generación de Estados de Cuenta 
OS,OPC Squad,OS-1014,Finalizada,Highest,2019-04-24T05:49:51.867-0600,Proceso para creación de gestiones de actualización de email 
OS,OPC Squad,OS-1007,Finalizada,Highest,2019-04-24T05:15:17.290-0600,Crear proceso para generación de información a replicar 
ET,BitCode Team,ET-2599,Finalizada,Highest,2019-04-22T09:01:24.157-0600,Notificación de Pagos exitosos y fallidos para CA
DFD,Defenders,DFD-48,Finalizada,Highest,2019-04-22T01:56:21.533-0600,Spike - Investigar y documentar procedimiento para Activar Contingencia de MSC
ET,BitCode Team,ET-2574,Finalizada,Highest,2019-04-15T11:00:39.833-0600,Incorporar en consulta de pendientes de ICE-Electrico los Tipo de Búsqueda: Consecutivo (Factura) y Localización+#Cliente
PP,Bug Hunters,PP-1297,Finalizada,Highest,2019-04-15T10:39:56.077-0600,Correo para envio de factura
PP,Bug Hunters,PP-1296,Finalizada,Highest,2019-04-15T10:38:36.280-0600,Identificar facturas txt
PP,Bug Hunters,PP-1295,Finalizada,Highest,2019-04-15T10:37:30.810-0600,Cierre general PIAF
PP,Bug Hunters,PP-1294,Finalizada,Highest,2019-04-15T10:34:41.047-0600,Inclusión de Montos totales en pre-cierre
PP,Bug Hunters,PP-1293,Finalizada,Highest,2019-04-15T10:33:24.000-0600,Reporte IVA
PP,Bug Hunters,PP-1292,Finalizada,Highest,2019-04-15T10:28:35.403-0600,IVA en movimientos estado de cuenta
PP,Bug Hunters,PP-1291,Finalizada,Highest,2019-04-15T10:27:12.277-0600,Eliminar parámetro del IVA  de la comisión de puesto de bolsa
PP,Bug Hunters,PP-1290,Finalizada,Highest,2019-04-15T10:24:29.850-0600,Cálculo del rendimiento o precio neto 
ET,BitCode Team,ET-2568,Finalizada,Highest,2019-04-15T09:53:55.433-0600,Registrar canal en Auditoria
ET,BitCode Team,ET-2565,Finalizada,Highest,2019-04-15T09:45:13.677-0600,Actualizar tabla Auditoria para manejar el Canal
PP,Bug Hunters,PP-1289,Finalizada,Highest,2019-04-15T08:36:08.397-0600,Configuración contable IVA para comisiones 
ET,BitCode Team,ET-2553,Finalizada,Highest,2019-04-10T09:20:04.517-0600,Mejora en Cierre Automático de ICE-Eléctrico
PP,Bug Hunters,PP-1281,Finalizada,Highest,2019-04-09T04:53:30.530-0600,Modificar la pantalla mantenimiento de impuestos sobre instrumentos de inversión 
ET,BitCode Team,ET-2517,Finalizada,Highest,2019-04-09T04:47:52.437-0600,Avanzar flujo de Pase ICE-Eléctrico
PP,Bug Hunters,PP-1252,Finalizada,Highest,2019-04-05T09:10:05.277-0600,Ajuste para anular tipo de cambio 
ADI,Investor,ADI-1963,Finalizada,Highest,2019-04-05T06:28:46.640-0600,Cambios en formato de Factura electrónica 2
ET,BitCode Team,ET-2502,Finalizada,Highest,2019-04-05T02:26:45.170-0600,Extraccion de datos CRI400B (Detalles de mejora de codigo y manejo de excepciones)
OS,OPC Squad,OS-956,Finalizada,Highest,2019-04-04T04:48:11.463-0600,Actualización masiva de plantillas contables
OS,OPC Squad,OS-954,Finalizada,Highest,2019-04-04T03:36:35.910-0600,Buffer
PP,Bug Hunters,PP-1243,Finalizada,Highest,2019-04-03T09:08:46.570-0600,Modificación de Reportes IVA
PP,Bug Hunters,PP-1242,Finalizada,Highest,2019-04-03T08:59:47.357-0600,Calculo del IVA en el proceso de asignación 
PP,Bug Hunters,PP-1235,Finalizada,Highest,2019-04-03T08:39:08.227-0600,Inclusión de campos de receptor factura electrónica 
PP,Bug Hunters,PP-1230,Finalizada,Highest,2019-04-03T08:34:20.257-0600,Creación del emisor Banco (Custodio ) 
PP,Bug Hunters,PP-1223,Finalizada,Highest,2019-04-03T08:13:50.490-0600,Ajuste de campos version 4.3 
PP,Bug Hunters,PP-1221,Finalizada,Highest,2019-04-03T07:55:42.370-0600,Anulación de Operaciones 
ADI,Investor,ADI-1947,Finalizada,Highest,2019-04-03T07:02:32.200-0600,Capital pagado en exceso
ADI,Investor,ADI-1946,Finalizada,Highest,2019-04-03T04:18:12.830-0600,Corregir errores en precios de compra Premium
ADI,Investor,ADI-1940,Finalizada,Highest,2019-04-02T09:32:23.820-0600,Cambios en formato de Factura electrónica
DFD,Defenders,DFD-26,Finalizada,Highest,2019-03-29T10:31:22.977-0600,Detalle de Requisitos incompletos
DFD,Defenders,DFD-25,Finalizada,Highest,2019-03-29T10:25:35.557-0600,Reporte de trámites pendientes de actualización
DFD,Defenders,DFD-24,Finalizada,Highest,2019-03-29T10:04:28.670-0600,Incorporar 2 nuevos requisitos en el proceso de evaluación de expedientes
DFD,Defenders,DFD-23,Finalizada,Highest,2019-03-29T09:40:57.347-0600,Spike - Determinar los requisitos para que MSC pueda crear oportunidades en SIEBEL
DFD,Defenders,DFD-22,Finalizada,Highest,2019-03-29T09:34:40.873-0600,Spike - Revisión del funcionamiento del sistema de actualización de expedientes
DFD,Defenders,DFD-21,Finalizada,Highest,2019-03-29T09:31:52.403-0600,Cambio de fecha de actualización de Expedientes cuando hay desmejoras en la categoría de Riesgo
DFD,Defenders,DFD-5,Finalizada,Highest,2019-03-29T06:19:29.303-0600,Mantenimiento de Cuenta: Clientes País alto riesgo + Cta Planilla
ADI,Investor,ADI-1880,Finalizada,Highest,2019-03-28T02:48:34.130-0600,Corregir Flujo de Efectivo
ADI,Investor,ADI-1876,Finalizada,Highest,2019-03-27T03:28:05.987-0600,Mejoras de Suficiencia Patrimonial
PP,Bug Hunters,PP-1202,Finalizada,Highest,2019-03-22T09:27:43.103-0600,Configurar el servicio de consulta de cuentas Interbancarias 
PP,Bug Hunters,PP-1200,Finalizada,Highest,2019-03-22T09:23:08.990-0600,Modificación en Cuentas 
PP,Bug Hunters,PP-1191,Finalizada,Highest,2019-03-22T08:57:23.563-0600,Filtro de pendientes de aprobar en tipos de cambio
PP,Bug Hunters,PP-1169,Finalizada,Highest,2019-03-22T04:45:28.740-0600,Transferencias interbancarias  en el libro de movimientos de tesorería
PP,Bug Hunters,PP-1168,Finalizada,Highest,2019-03-22T04:43:39.003-0600,Configuración de CGP
PP,Bug Hunters,PP-1167,Finalizada,Highest,2019-03-22T04:42:17.347-0600,Comprobante de transferencias Interbancarias
PP,Bug Hunters,PP-1166,Finalizada,Highest,2019-03-22T04:41:05.533-0600,Registro de  transferencias interbancarias en el módulo de tesorería 
PP,Bug Hunters,PP-1165,Finalizada,Highest,2019-03-22T04:38:05.593-0600,Mantenimiento para el registro de cuentas interbancarias
ET,BitCode Team,ET-2448,Finalizada,Highest,2019-03-22T04:22:17.050-0600,Documentación Pase de Calendarizador ICE-Eléctrico
ADI,Investor,ADI-1844,Finalizada,Highest,2019-03-21T09:35:57.600-0600,Mejoras en Solicitar Retiro 
OS,OPC Squad,OS-872,Finalizada,Highest,2019-03-21T09:26:23.607-0600,Eliminar mensaje de correo enviado en proceso de Libre Transferencia.
OS,OPC Squad,OS-871,Finalizada,Highest,2019-03-21T09:22:18.603-0600,Correcciones a pantalla de gestiones
ET,BitCode Team,ET-2436,Finalizada,Highest,2019-03-20T04:23:59.323-0600,Preparar ambiente SGAP para pruebas del Calendarizador
PP,Bug Hunters,PP-1153,Finalizada,Highest,2019-03-19T07:29:44.383-0600,Arreglo registro de horas 
ET,BitCode Team,ET-2414,Finalizada,Highest,2019-03-14T03:33:35.350-0600,Ajustes Front End Mantenimiento de Pagos Masivo
ADI,Investor,ADI-1805,Finalizada,Highest,2019-03-13T06:01:54.887-0600,Modificar los códigos para mensajes de error en servicio de cancelación de inversiones 
DFD,Defenders,DFD-20,Finalizada,Highest,2019-03-12T04:56:20.927-0600,Mantenimiento nivel de riesgo geográfico (Zona Geográfica)
DFD,Defenders,DFD-19,Finalizada,Highest,2019-03-12T04:55:44.193-0600,Incluir nivel de dependencia en mantenimiento sucursales (Zona Geográfica)
OS,OPC Squad,OS-825,Finalizada,Highest,2019-03-11T08:36:03.867-0600,"ACTUALIZACIÓN PARAMETROS DE CONSULTA, QUERY 313 "
OS,OPC Squad,OS-824,Finalizada,Highest,2019-03-11T08:32:17.547-0600,Pruebas - Reporte Voluntarios trasladados en Libre Transferencia
ET,BitCode Team,ET-2393,Finalizada,Highest,2019-03-08T05:41:35.137-0600,Construir sentencia SQL para reporte BD BAC-Link - CRI400B
ET,BitCode Team,ET-2389,Finalizada,Highest,2019-03-08T03:36:37.700-0600,Reporte de Efectividad  de Pagos por Entidad
ET,BitCode Team,ET-2388,Finalizada,Highest,2019-03-08T02:39:50.827-0600,"Implementacion de extracción de datos CRI400B  en componentes de generacion de cierre, mantenimiento de pagos"
ET,BitCode Team,ET-2387,Finalizada,Highest,2019-03-08T02:38:08.297-0600,Modificar Tipo de Búsqueda ICE-Eléctrico - Más de 1 pendiente
OS,OPC Squad,OS-820,Finalizada,Highest,2019-03-07T05:33:38.193-0600,Documentación de Pase # 11
OS,OPC Squad,OS-819,Finalizada,Highest,2019-03-07T05:31:34.660-0600,Modifique el proceso de traslado entre fondos A- B 
OS,OPC Squad,OS-818,Finalizada,Highest,2019-03-07T05:28:09.063-0600,Optimizar el tiempo de procesamiento  planilla del banco
OS,OPC Squad,OS-817,Finalizada,Highest,2019-03-07T05:22:27.843-0600,Ajuste proceso cambio de modalidad
PP,Bug Hunters,PP-1083,Finalizada,Highest,2019-03-07T03:31:28.660-0600,Anular automáticamente OTs vencidas.
OS,OPC Squad,OS-809,Finalizada,Highest,2019-03-07T02:58:17.823-0600,Ajustar proceso de Actualización de carteras
OS,OPC Squad,OS-808,Finalizada,Highest,2019-03-07T02:56:58.570-0600,Ajustar el paquete  Fu Inversiones 
OS,OPC Squad,OS-807,Finalizada,Highest,2019-03-07T02:55:45.883-0600,Ajustar la recuperación de los cero cupón
OS,OPC Squad,OS-806,Finalizada,Highest,2019-03-07T02:54:39.743-0600,Ajustar la función Obtiene Porcentaje Impuesto 
OS,OPC Squad,OS-805,Finalizada,Highest,2019-03-07T02:53:51.650-0600,Ajustar proceso de Cálculo de la amortización de Primas y descuentos
OS,OPC Squad,OS-804,Finalizada,Highest,2019-03-07T02:51:54.040-0600,Ajuste del proceso de suficiencia 
OS,OPC Squad,OS-803,Finalizada,Highest,2019-03-07T02:50:15.150-0600,Eliminación de Homologación de campos
OS,OPC Squad,OS-802,Finalizada,Highest,2019-03-07T02:48:26.023-0600,Ajuste de cálculo de intereses
OS,OPC Squad,OS-801,Finalizada,Highest,2019-03-07T02:47:29.257-0600,Ajuste en el proceso de generación de cupones 
OS,OPC Squad,OS-800,Finalizada,Highest,2019-03-07T02:46:09.227-0600,Negociación con Boletas 
PP,Bug Hunters,PP-1069,Finalizada,Highest,2019-03-06T03:57:02.087-0600,Cambios varios en Factura Electrónica
PP,Bug Hunters,PP-1067,Finalizada,Highest,2019-03-06T03:40:56.890-0600,Eliminar validación de denominaciones 
PP,Bug Hunters,PP-1066,Finalizada,Highest,2019-03-06T03:37:55.777-0600,Ajuste en pantallas de Tesorería 
PP,Bug Hunters,PP-1065,Finalizada,Highest,2019-03-06T03:27:31.767-0600,Cambio en configuración contable para garantía SINPE
ADI,Investor,ADI-1742,Finalizada,Highest,2019-03-06T02:45:34.063-0600,Mejoras a Proceso factura electrónica
DFD,Defenders,DFD-9,Finalizada,Highest,2019-03-05T09:48:37.617-0600,Busq de Coincidencia en servicio de categorización de riesgo (RSK04)
DFD,Defenders,DFD-8,Cancelado,Highest,2019-03-05T09:48:04.150-0600,Búsqueda de coincidencias Bco (Carga Masiva de Cuenta Total)
DFD,Defenders,DFD-7,Cancelado,Highest,2019-03-05T09:47:39.190-0600,Búsqueda de coincidencias Bco (Carga de clientes)
DFD,Defenders,DFD-6,Finalizada,Highest,2019-03-05T09:47:14.597-0600,Búsqueda de coincidencias Bco (Carga de solicitudes Planillas)
DFD,Defenders,DFD-4,Finalizada,Highest,2019-03-05T09:46:39.973-0600,Búsqueda de coincidencias Bco (Cuentas Planillas por SEC)
DFD,Defenders,DFD-3,Finalizada,Highest,2019-03-05T09:46:06.830-0600,Búsqueda de coincidencias Bco (e card)
DFD,Defenders,DFD-2,Finalizada,Highest,2019-03-05T09:45:41.737-0600,Búsqueda de coincidencias Bco (CAT)
DFD,Defenders,DFD-1,Finalizada,Highest,2019-03-05T09:41:28.983-0600,Búsqueda de coincidencias Bco (Mantenimiento de clientes)
ADI,Investor,ADI-1739,Finalizada,Highest,2019-03-05T09:17:53.377-0600,Corregir los precios de compra originales de los traslados de cuentas Premium
ET,BitCode Team,ET-2361,Finalizada,Highest,2019-03-04T09:11:57.497-0600,Reporte de Pagos Reversados - FrontEnd
ET,BitCode Team,ET-2360,Finalizada,Highest,2019-03-04T09:04:22.933-0600,Job de reintentos de pago
ET,BitCode Team,ET-2357,Finalizada,Highest,2019-03-04T08:54:34.307-0600,Registro de Rubros de Pago de Entidades
DFD,Defenders,DFD-18,Finalizada,Highest,2019-03-01T07:25:30.503-0600,Bandeja de Aprobación (Coincidencias Bco)
ET,BitCode Team,ET-2351,Finalizada,Highest,2019-02-28T11:22:21.900-0600,Mejora en Reporte de Efectividad de Pagos
ET,BitCode Team,ET-2338,Finalizada,Highest,2019-02-27T10:24:29.577-0600,Consultar el archivo procesado
ET,BitCode Team,ET-2337,Finalizada,Highest,2019-02-27T10:24:11.313-0600,Enviar a procesar el archivo XML al WS
ET,BitCode Team,ET-2332,Finalizada,Highest,2019-02-27T10:12:41.533-0600,Armar archivo con pendientes de AS400
ET,BitCode Team,ET-2331,Finalizada,Highest,2019-02-27T10:04:25.810-0600,Ajustar el Store Procedure de Carga de Datos del AS400
ADI,Investor,ADI-1731,Tareas por hacer,Highest,2019-02-27T08:28:57.033-0600,Automatización de carga de archivos diarios a IMS+
ADI,Investor,ADI-1730,Finalizada,Highest,2019-02-27T08:20:23.277-0600,Migración de traslados de valores hacia IMS+
DFD,Defenders,DFD-17,Finalizada,Highest,2019-02-26T09:45:29.287-0600,Captura de clientes existentes con Id Incorrecto (VADES) Cuenta Total
DFD,Defenders,DFD-15,Finalizada,Highest,2019-02-26T09:44:54.050-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Individual CAT 
DFD,Defenders,DFD-14,Finalizada,Highest,2019-02-26T09:43:54.690-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Tramites de COM
DFD,Defenders,DFD-13,Finalizada,Highest,2019-02-26T09:43:22.817-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Planillas por la SEC
DFD,Defenders,DFD-12,Finalizada,Highest,2019-02-26T09:42:50.753-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Carga Masiva de Clientes
DFD,Defenders,DFD-11,Finalizada,Highest,2019-02-26T09:34:53.607-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Masivo (Carga de solicitudes)
DFD,Defenders,DFD-10,Finalizada,Highest,2019-02-26T09:18:57.817-0600,Captura de clientes nuevos con Id Incorrecto (VADES) Individual 
ADI,Investor,ADI-1729,Finalizada,Highest,2019-02-26T05:34:07.917-0600,Ajustes al flujo de efectivo
OS,OPC Squad,OS-776,Finalizada,Highest,2019-02-26T03:31:05.257-0600,"Eliminar los  campos si es exento, el porcentaje del impuesto y el tipo de impuesto de la relación emisor- instrumento"
OS,OPC Squad,OS-775,Finalizada,Highest,2019-02-26T03:30:21.740-0600,Ajuste en el  mantenimiento  del inventario
OS,OPC Squad,OS-774,Finalizada,Highest,2019-02-26T03:29:15.303-0600,Ajuste de consulta  del inventario
ET,BitCode Team,ET-2327,Finalizada,Highest,2019-02-25T08:02:18.433-0600,Manejo de echo con los afiliados
OS,OPC Squad,OS-773,Finalizada,Highest,2019-02-25T05:09:43.790-0600,Modificación mantenimiento de personas juridicas-Factura electrónica
ET,BitCode Team,ET-2321,Finalizada,Highest,2019-02-22T10:20:09.347-0600,Monitoreo de ICE-TEL BCO
ET,BitCode Team,ET-2320,Finalizada,Highest,2019-02-22T10:16:35.080-0600,Mejora en Proceso Extracción de Datos de Páguelo
PP,Bug Hunters,PP-1042,Finalizada,Highest,2019-02-22T09:43:36.490-0600,Ajustar proceso de  pre-atención  Prioridad 2
OS,OPC Squad,OS-772,Finalizada,Highest,2019-02-22T08:36:20.957-0600,Replica de Clientes a Sucursal Electrónica
PP,Bug Hunters,PP-1034,Finalizada,Highest,2019-02-22T08:29:16.297-0600,ND - NC en servicio web / txt
ADI,Investor,ADI-1706,Finalizada,Highest,2019-02-21T08:29:18.823-0600,Mantenimiento para exportar a txt datos para factura electrónica 2
OS,OPC Squad,OS-755,Finalizada,Highest,2019-02-21T04:56:30.867-0600,Documentación de Pase #10
OS,OPC Squad,OS-747,Finalizada,Highest,2019-02-21T04:43:17.207-0600,Nota de Crédito - Bonificación 
OS,OPC Squad,OS-746,Finalizada,Highest,2019-02-21T03:24:59.487-0600,Buffer
OS,OPC Squad,OS-738,Finalizada,Highest,2019-02-19T07:51:48.593-0600,Cargos automáticos en cuenta inactiva
OS,OPC Squad,OS-737,Finalizada,Highest,2019-02-19T04:16:40.013-0600,Inclusión de usuario fecha Ini-Fin estado defunciones
ADI,Investor,ADI-1681,Finalizada,Highest,2019-02-18T08:20:07.763-0600,Descripción de nuevos productos para Nuevo Fondo para BeL
PP,Bug Hunters,PP-1018,Finalizada,Highest,2019-02-15T07:54:20.693-0600,Documentación de Pase #6
PP,Bug Hunters,PP-1015,Finalizada,Highest,2019-02-15T07:41:37.370-0600,Notas de débito en Factura Electrónica
PP,Bug Hunters,PP-1014,Finalizada,Highest,2019-02-15T07:34:22.660-0600, Factura por  ND comisión custodia 
OS,OPC Squad,OS-730,Finalizada,Highest,2019-02-14T08:22:49.673-0600,Control validar traslado de dinero 
ADI,Investor,ADI-1673,Finalizada,Highest,2019-02-12T04:35:21.337-0600,Agregar funcionalidad a Nuevo fondo - comportamiento histórico BeL
ADI,Investor,ADI-1664,Finalizada,Highest,2019-02-11T08:26:47.907-0600,Crear servicio para movimientos por rango de fecha
